1	0
2	2
3	2
4	1
5	2
6	1
7	2
8	3
9	1
10	2
11	1
12	1
13	3
14	5
15	3
16	1
17	2
18	4
19	5
20	5
21	5
22	5
23	3
24	6
25	8
26	11
27	5
28	9
29	8
30	7
31	5
32	8
33	7
34	6
35	8
36	12
37	10
38	12
39	12
40	11
41	9
42	9
43	19
44	18
45	14
46	6
47	15
48	20
49	18
50	15
51	13
52	18
53	11
54	25
55	17
56	23
57	28
58	17
59	25
60	27
61	26
62	30
63	22
64	37
65	48
66	36
67	33
68	42
69	34
70	47
71	52
72	55
73	69
74	75
75	59
76	67
77	63
78	73
79	67
80	90
81	100
82	100
83	117
84	167
85	190
86	202
87	243
88	296
89	362
90	366
91	469
92	487
93	609
94	635
95	724
96	834
97	862
98	931
99	1082
100	1214
101	1380
102	1493
103	1752
104	1908
105	2200
106	2644
107	2946
108	3396
109	4079
110	4877
111	5645
112	6730
113	7944
114	9022
115	10113
116	10913
117	11511
118	11362
119	10825
120	9722
121	8441
122	7215
123	6138
124	5475
125	4770
126	4467
127	4244
128	3888
129	3636
130	3133
131	2572
132	2126
133	1805
134	1423
135	1152
136	966
137	794
138	696
139	642
140	659
141	669
142	648
143	602
144	570
145	614
146	628
147	642
148	635
149	628
150	638
151	607
152	671
153	666
154	706
155	701
156	770
157	758
158	805
159	807
160	966
161	964
162	1056
163	1092
164	1131
165	1199
166	1353
167	1373
168	1502
169	1537
170	1491
171	1660
172	1473
173	1592
174	1441
175	1571
176	1480
177	1497
178	1485
179	1582
180	1624
181	1576
182	1631
183	1750
184	1709
185	1746
186	1776
187	1744
188	1760
189	1745
190	1674
191	1670
192	1561
193	1494
194	1440
195	1402
196	1332
197	1313
198	1183
199	1167
200	1076
201	1189
202	1080
203	1027
204	998
205	1071
206	970
207	997
208	1023
209	991
210	1025
211	1030
212	1106
213	1094
214	1104
215	1110
216	1272
217	1269
218	1449
219	1581
220	1763
221	2017
222	2192
223	2593
224	2750
225	3102
226	3508
227	4037
228	4395
229	4928
230	5514
231	5894
232	6343
233	6536
234	7053
235	7022
236	6865
237	6518
238	6193
239	5969
240	5348
241	4741
242	4021
243	3587
244	3008
245	2676
246	2205
247	1910
248	1613
249	1381
250	1253
251	1115
252	1005
253	922
254	871
255	856
256	896
257	808
258	784
259	754
260	757
261	746
262	708
263	738
264	725
265	775
266	752
267	771
268	763
269	746
270	734
271	786
272	749
273	799
274	761
275	776
276	813
277	787
278	826
279	829
280	861
281	835
282	884
283	899
284	919
285	969
286	1077
287	1053
288	1082
289	1138
290	1111
291	1139
292	1181
293	1230
294	1204
295	1224
296	1250
297	1232
298	1172
299	1204
300	1102
301	1107
302	1097
303	1119
304	991
305	908
306	903
307	871
308	775
309	790
310	734
311	677
312	675
313	648
314	643
315	576
316	616
317	552
318	607
319	570
320	582
321	519
322	530
323	530
324	583
325	511
326	514
327	484
328	505
329	557
330	522
331	505
332	534
333	529
334	510
335	497
336	521
337	526
338	523
339	494
340	500
341	519
342	503
343	508
344	538
345	550
346	556
347	533
348	549
349	509
350	515
351	498
352	451
353	515
354	528
355	504
356	514
357	505
358	518
359	494
360	506
361	531
362	566
363	516
364	504
365	566
366	509
367	493
368	572
369	570
370	563
371	540
372	541
373	606
374	566
375	622
376	654
377	675
378	608
379	667
380	691
381	727
382	698
383	746
384	757
385	823
386	752
387	732
388	847
389	897
390	894
391	858
392	905
393	934
394	912
395	939
396	948
397	962
398	890
399	864
400	890
401	854
402	884
403	852
404	772
405	775
406	736
407	772
408	773
409	748
410	643
411	669
412	598
413	658
414	595
415	558
416	572
417	472
418	498
419	510
420	459
421	473
422	430
423	422
424	434
425	464
426	411
427	414
428	392
429	378
430	395
431	379
432	375
433	386
434	397
435	376
436	350
437	371
438	394
439	352
440	387
441	385
442	402
443	394
444	379
445	365
446	433
447	396
448	384
449	385
450	390
451	357
452	416
453	359
454	406
455	418
456	410
457	421
458	437
459	402
460	442
461	451
462	424
463	398
464	413
465	389
466	405
467	404
468	404
469	398
470	342
471	385
472	359
473	365
474	388
475	419
476	341
477	362
478	338
479	336
480	349
481	361
482	368
483	363
484	343
485	368
486	379
487	355
488	374
489	363
490	413
491	422
492	417
493	432
494	441
495	449
496	522
497	508
498	566
499	585
500	609
501	621
502	677
503	716
504	759
505	797
506	815
507	919
508	897
509	942
510	971
511	1072
512	1094
513	1164
514	1143
515	1221
516	1280
517	1287
518	1333
519	1422
520	1406
521	1473
522	1507
523	1517
524	1636
525	1593
526	1601
527	1563
528	1629
529	1595
530	1562
531	1633
532	1482
533	1599
534	1510
535	1507
536	1477
537	1438
538	1404
539	1390
540	1374
541	1299
542	1192
543	1292
544	1171
545	1142
546	1045
547	980
548	953
549	913
550	876
551	843
552	746
553	742
554	697
555	690
556	695
557	628
558	558
559	511
560	493
561	518
562	456
563	446
564	417
565	409
566	358
567	385
568	331
569	338
570	337
571	326
572	316
573	324
574	286
575	282
576	311
577	312
578	316
579	301
580	280
581	263
582	285
583	266
584	274
585	253
586	276
587	277
588	278
589	261
590	247
591	287
592	265
593	253
594	245
595	246
596	267
597	237
598	254
599	241
600	253
601	273
602	239
603	242
604	261
605	243
606	243
607	272
608	231
609	240
610	231
611	234
612	251
613	209
614	227
615	233
616	228
617	239
618	279
619	246
620	222
621	241
622	260
623	235
624	248
625	233
626	232
627	251
628	266
629	278
630	243
631	288
632	269
633	274
634	260
635	284
636	261
637	250
638	275
639	242
640	242
641	254
642	283
643	239
644	243
645	199
646	229
647	272
648	257
649	256
650	269
651	234
652	264
653	277
654	232
655	239
656	229
657	250
658	254
659	224
660	238
661	252
662	265
663	233
664	252
665	250
666	204
667	256
668	238
669	213
670	219
671	258
672	226
673	230
674	208
675	253
676	228
677	208
678	222
679	196
680	199
681	203
682	221
683	193
684	223
685	190
686	186
687	186
688	204
689	206
690	199
691	187
692	164
693	174
694	183
695	184
696	203
697	182
698	175
699	153
700	179
701	171
702	178
703	190
704	197
705	160
706	211
707	163
708	171
709	162
710	203
711	158
712	173
713	163
714	199
715	182
716	192
717	191
718	187
719	162
720	184
721	169
722	169
723	151
724	162
725	169
726	170
727	164
728	170
729	163
730	170
731	169
732	182
733	177
734	171
735	196
736	192
737	173
738	167
739	162
740	160
741	170
742	180
743	182
744	189
745	174
746	174
747	154
748	157
749	168
750	192
751	163
752	179
753	166
754	161
755	168
756	180
757	167
758	163
759	182
760	146
761	138
762	177
763	153
764	154
765	170
766	168
767	146
768	148
769	167
770	153
771	127
772	176
773	152
774	131
775	135
776	142
777	146
778	157
779	141
780	163
781	157
782	145
783	157
784	162
785	158
786	163
787	152
788	147
789	169
790	168
791	160
792	155
793	176
794	155
795	156
796	138
797	142
798	142
799	154
800	134
801	140
802	158
803	153
804	139
805	153
806	152
807	149
808	154
809	184
810	149
811	150
812	160
813	151
814	165
815	158
816	157
817	140
818	155
819	143
820	161
821	159
822	146
823	164
824	141
825	168
826	171
827	155
828	161
829	172
830	152
831	172
832	161
833	146
834	168
835	148
836	168
837	159
838	155
839	157
840	156
841	155
842	160
843	166
844	142
845	171
846	168
847	144
848	149
849	165
850	159
851	138
852	142
853	156
854	157
855	141
856	148
857	157
858	161
859	146
860	141
861	159
862	164
863	144
864	145
865	131
866	137
867	152
868	156
869	139
870	137
871	147
872	140
873	133
874	162
875	120
876	116
877	152
878	151
879	131
880	119
881	129
882	118
883	113
884	123
885	129
886	114
887	141
888	129
889	127
890	125
891	137
892	144
893	159
894	116
895	156
896	114
897	147
898	112
899	125
900	118
901	116
902	133
903	118
904	119
905	125
906	104
907	129
908	120
909	146
910	131
911	139
912	137
913	143
914	112
915	136
916	142
917	133
918	124
919	121
920	128
921	130
922	97
923	131
924	111
925	106
926	116
927	111
928	131
929	138
930	126
931	115
932	123
933	111
934	131
935	116
936	151
937	122
938	131
939	144
940	130
941	123
942	125
943	117
944	125
945	104
946	118
947	114
948	114
949	131
950	117
951	111
952	127
953	141
954	131
955	132
956	142
957	134
958	112
959	139
960	121
961	128
962	109
963	115
964	122
965	131
966	114
967	114
968	137
969	146
970	130
971	125
972	139
973	127
974	125
975	123
976	138
977	127
978	141
979	126
980	120
981	143
982	139
983	133
984	120
985	130
986	131
987	130
988	111
989	118
990	154
991	142
992	151
993	121
994	121
995	132
996	103
997	131
998	141
999	110
1000	126
1001	126
1002	122
1003	138
1004	119
1005	118
1006	127
1007	115
1008	143
1009	116
1010	122
1011	148
1012	109
1013	132
1014	121
1015	110
1016	140
1017	132
1018	128
1019	124
1020	126
1021	140
1022	142
1023	124
1024	132
1025	144
1026	139
1027	123
1028	127
1029	124
1030	124
1031	108
1032	116
1033	130
1034	125
1035	132
1036	132
1037	138
1038	124
1039	135
1040	115
1041	128
1042	120
1043	126
1044	149
1045	148
1046	130
1047	134
1048	124
1049	119
1050	131
1051	123
1052	128
1053	132
1054	141
1055	138
1056	159
1057	127
1058	151
1059	136
1060	158
1061	118
1062	157
1063	143
1064	132
1065	132
1066	167
1067	177
1068	169
1069	155
1070	147
1071	150
1072	180
1073	167
1074	162
1075	161
1076	156
1077	173
1078	179
1079	180
1080	177
1081	163
1082	183
1083	210
1084	177
1085	189
1086	195
1087	186
1088	172
1089	207
1090	180
1091	183
1092	191
1093	185
1094	181
1095	207
1096	191
1097	222
1098	215
1099	218
1100	218
1101	240
1102	226
1103	226
1104	226
1105	213
1106	222
1107	255
1108	216
1109	233
1110	238
1111	196
1112	228
1113	247
1114	238
1115	214
1116	226
1117	253
1118	241
1119	220
1120	229
1121	273
1122	235
1123	226
1124	236
1125	232
1126	231
1127	226
1128	219
1129	226
1130	218
1131	223
1132	214
1133	238
1134	189
1135	202
1136	223
1137	182
1138	192
1139	198
1140	206
1141	182
1142	181
1143	174
1144	172
1145	185
1146	181
1147	173
1148	165
1149	161
1150	167
1151	146
1152	160
1153	190
1154	150
1155	143
1156	132
1157	159
1158	157
1159	154
1160	125
1161	153
1162	150
1163	131
1164	130
1165	144
1166	133
1167	124
1168	116
1169	127
1170	125
1171	97
1172	106
1173	120
1174	94
1175	137
1176	107
1177	109
1178	111
1179	110
1180	130
1181	117
1182	123
1183	104
1184	94
1185	120
1186	85
1187	106
1188	108
1189	83
1190	100
1191	103
1192	101
1193	109
1194	124
1195	97
1196	96
1197	111
1198	121
1199	117
1200	110
1201	119
1202	109
1203	108
1204	132
1205	101
1206	89
1207	97
1208	120
1209	97
1210	111
1211	101
1212	101
1213	101
1214	104
1215	129
1216	107
1217	120
1218	116
1219	126
1220	110
1221	108
1222	102
1223	103
1224	114
1225	114
1226	98
1227	110
1228	95
1229	122
1230	102
1231	116
1232	116
1233	102
1234	111
1235	120
1236	106
1237	87
1238	117
1239	118
1240	116
1241	114
1242	105
1243	97
1244	99
1245	88
1246	134
1247	96
1248	104
1249	93
1250	95
1251	102
1252	89
1253	111
1254	98
1255	93
1256	99
1257	96
1258	79
1259	106
1260	99
1261	89
1262	94
1263	96
1264	80
1265	98
1266	107
1267	107
1268	73
1269	93
1270	89
1271	90
1272	102
1273	87
1274	78
1275	102
1276	105
1277	95
1278	87
1279	92
1280	83
1281	99
1282	80
1283	91
1284	89
1285	84
1286	87
1287	69
1288	102
1289	106
1290	85
1291	108
1292	92
1293	85
1294	83
1295	79
1296	94
1297	102
1298	93
1299	80
1300	102
1301	82
1302	108
1303	87
1304	104
1305	100
1306	88
1307	107
1308	94
1309	82
1310	92
1311	103
1312	92
1313	101
1314	105
1315	121
1316	92
1317	93
1318	107
1319	86
1320	95
1321	116
1322	124
1323	105
1324	108
1325	109
1326	123
1327	105
1328	120
1329	111
1330	123
1331	116
1332	119
1333	123
1334	123
1335	126
1336	132
1337	98
1338	110
1339	128
1340	113
1341	137
1342	132
1343	142
1344	157
1345	139
1346	147
1347	122
1348	142
1349	151
1350	140
1351	149
1352	152
1353	149
1354	143
1355	159
1356	158
1357	152
1358	152
1359	141
1360	138
1361	146
1362	162
1363	162
1364	162
1365	138
1366	129
1367	153
1368	152
1369	157
1370	146
1371	164
1372	167
1373	158
1374	160
1375	141
1376	144
1377	139
1378	134
1379	142
1380	132
1381	137
1382	135
1383	143
1384	136
1385	149
1386	140
1387	150
1388	159
1389	133
1390	119
1391	122
1392	144
1393	121
1394	127
1395	128
1396	127
1397	113
1398	132
1399	132
1400	125
1401	123
1402	125
1403	113
1404	96
1405	110
1406	110
1407	99
1408	91
1409	94
1410	111
1411	90
1412	94
1413	110
1414	104
1415	93
1416	106
1417	94
1418	100
1419	104
1420	92
1421	87
1422	87
1423	89
1424	103
1425	84
1426	105
1427	99
1428	61
1429	89
1430	81
1431	75
1432	80
1433	90
1434	76
1435	84
1436	80
1437	78
1438	76
1439	83
1440	73
1441	80
1442	86
1443	90
1444	62
1445	91
1446	81
1447	69
1448	73
1449	78
1450	75
1451	57
1452	83
1453	83
1454	74
1455	75
1456	90
1457	72
1458	87
1459	68
1460	80
1461	76
1462	71
1463	63
1464	82
1465	71
1466	97
1467	81
1468	76
1469	74
1470	81
1471	81
1472	86
1473	80
1474	87
1475	91
1476	92
1477	87
1478	79
1479	94
1480	83
1481	84
1482	91
1483	96
1484	96
1485	79
1486	107
1487	98
1488	89
1489	104
1490	92
1491	107
1492	85
1493	118
1494	97
1495	114
1496	116
1497	110
1498	114
1499	117
1500	133
1501	108
1502	123
1503	131
1504	113
1505	144
1506	143
1507	119
1508	150
1509	126
1510	142
1511	131
1512	138
1513	154
1514	145
1515	150
1516	149
1517	145
1518	156
1519	153
1520	170
1521	156
1522	154
1523	169
1524	172
1525	161
1526	179
1527	169
1528	176
1529	176
1530	163
1531	155
1532	187
1533	161
1534	168
1535	184
1536	147
1537	169
1538	194
1539	164
1540	195
1541	202
1542	201
1543	173
1544	208
1545	177
1546	190
1547	189
1548	202
1549	201
1550	196
1551	210
1552	186
1553	206
1554	199
1555	183
1556	191
1557	174
1558	174
1559	180
1560	182
1561	213
1562	187
1563	195
1564	189
1565	167
1566	175
1567	154
1568	167
1569	170
1570	176
1571	209
1572	180
1573	171
1574	159
1575	179
1576	186
1577	163
1578	172
1579	166
1580	148
1581	161
1582	142
1583	169
1584	147
1585	143
1586	161
1587	147
1588	129
1589	127
1590	147
1591	147
1592	146
1593	147
1594	125
1595	110
1596	145
1597	136
1598	125
1599	120
1600	121
1601	112
1602	114
1603	107
1604	114
1605	118
1606	123
1607	102
1608	107
1609	113
1610	91
1611	99
1612	116
1613	101
1614	82
1615	102
1616	93
1617	96
1618	97
1619	95
1620	100
1621	88
1622	86
1623	90
1624	93
1625	84
1626	74
1627	89
1628	90
1629	85
1630	79
1631	71
1632	69
1633	73
1634	68
1635	75
1636	72
1637	77
1638	57
1639	79
1640	77
1641	83
1642	63
1643	60
1644	51
1645	70
1646	65
1647	66
1648	61
1649	64
1650	68
1651	50
1652	53
1653	53
1654	44
1655	43
1656	52
1657	57
1658	55
1659	48
1660	50
1661	55
1662	40
1663	41
1664	57
1665	42
1666	59
1667	45
1668	44
1669	54
1670	38
1671	50
1672	51
1673	43
1674	39
1675	38
1676	44
1677	38
1678	31
1679	32
1680	47
1681	31
1682	44
1683	34
1684	35
1685	36
1686	42
1687	29
1688	32
1689	38
1690	36
1691	36
1692	39
1693	29
1694	33
1695	47
1696	28
1697	37
1698	36
